,코드,행정구역,산업분류,총사업체수,총종사자수,자영업자 종사자수,무급가족 종사자수,상용 종사자수,임시및일용 종사자수,기타 종사자수
4109,31011C,장안구,제조업(10~34),479.0,3052.0,396.0,158.0,2168.0,292.0,38.0
6113,31012C,권선구,제조업(10~34),1598.0,16874.0,992.0,244.0,14687.0,944.0,7.0
8117,31013C,팔달구,제조업(10~34),769.0,2210.0,660.0,205.0,951.0,391.0,3.0
10121,31014C,영통구,제조업(10~34),1046.0,25796.0,492.0,79.0,24658.0,565.0,2.0
12125,31020C,성남시,제조업(10~34),4164.0,39467.0,2411.0,585.0,33280.0,2801.0,390.0
14129,31021C,수정구,제조업(10~34),554.0,1985.0,473.0,132.0,817.0,541.0,22.0
16133,31022C,중원구,제조업(10~34),2824.0,28092.0,1550.0,373.0,23934.0,1879.0,356.0
18137,31023C,분당구,제조업(10~34),786.0,9390.0,388.0,80.0,8529.0,381.0,12.0
20141,31030C,의정부시,제조업(10~34),1341.0,7110.0,1075.0,316.0,3824.0,1613.0,282.0
22145,31040C,안양시,제조업(10~34),3887.0,34588.0,2398.0,572.0,28182.0,2930.0,506.0
24149,31041C,만안구,제조업(10~34),1705.0,14003.0,1214.0,389.0,10251.0,1724.0,425.0
26153,31042C,동안구,제조업(10~34),2182.0,20585.0,1184.0,183.0,17931.0,1206.0,81.0
28157,31050C,부천시,제조업(10~34),10501.0,70185.0,7879.0,1343.0,54715.0,5637.0,611.0
30161,31060C,광명시,제조업(10~34),1756.0,15337.0,1305.0,303.0,12272.0,1315.0,142.0
32165,31070C,평택시,제조업(10~34),3817.0,86014.0,2062.0,397.0,80379.0,2851.0,325.0
34169,31080C,동두천시,제조업(10~34),506.0,5712.0,369.0,99.0,4799.0,370.0,75.0
36173,31090C,안산시,제조업(10~34),9421.0,125877.0,5277.0,727.0,114566.0,4918.0,389.0
38177,31091C,상록구,제조업(10~34),1443.0,10573.0,983.0,238.0,8236.0,830.0,286.0
40181,31092C,단원구,제조업(10~34),7978.0,115304.0,4294.0,489.0,106330.0,4088.0,103.0
42185,31100C,고양시,제조업(10~34),5858.0,32669.0,4206.0,804.0,23114.0,3789.0,756.0
44189,31101C,덕양구,제조업(10~34),1453.0,8537.0,1072.0,256.0,5719.0,1029.0,461.0
46193,31103C,일산동구,제조업(10~34),3441.0,19838.0,2402.0,362.0,14502.0,2287.0,285.0
48197,31104C,일산서구,제조업(10~34),964.0,4294.0,732.0,186.0,2893.0,473.0,10.0
50201,31110C,과천시,제조업(10~34),79.0,328.0,61.0,14.0,232.0,21.0,0.0
52205,31120C,구리시,제조업(10~34),818.0,4063.0,676.0,236.0,2395.0,631.0,125.0
54209,31130C,남양주시,제조업(10~34),5702.0,33453.0,4371.0,1149.0,24025.0,3519.0,389.0
56213,31140C,오산시,제조업(10~34),928.0,11748.0,582.0,114.0,10281.0,755.0,16.0
58217,31150C,시흥시,제조업(10~34),12194.0,92375.0,8540.0,1237.0,77667.0,4718.0,213.0
60221,31160C,군포시,제조업(10~34),3125.0,28265.0,1889.0,262.0,24104.0,1934.0,76.0
62225,31170C,의왕시,제조업(10~34),1114.0,10256.0,650.0,97.0,8747.0,670.0,92.0
64229,31180C,하남시,제조업(10~34),1470.0,8771.0,1041.0,216.0,6463.0,1001.0,50.0
66233,31190C,용인시,제조업(10~34),4322.0,56238.0,2467.0,596.0,50655.0,2189.0,331.0
68237,31191C,처인구,제조업(10~34),3071.0,32785.0,1819.0,412.0,28712.0,1530.0,312.0
70241,31192C,기흥구,제조업(10~34),985.0,21762.0,471.0,116.0,20697.0,464.0,14.0
72245,31193C,수지구,제조업(10~34),266.0,1691.0,177.0,68.0,1246.0,195.0,5.0
74249,31200C,파주시,제조업(10~34),5810.0,76911.0,3491.0,596.0,68312.0,4091.0,421.0
76253,31210C,이천시,제조업(10~34),1948.0,40778.0,1202.0,315.0,37514.0,1698.0,49.0
78257,31220C,안성시,제조업(10~34),2677.0,40904.0,1338.0,223.0,37102.0,1866.0,375.0
80261,31230C,김포시,제조업(10~34),9291.0,73772.0,5742.0,1001.0,61787.0,5071.0,171.0
82265,31240C,화성시,제조업(10~34),19066.0,232793.0,11408.0,1244.0,209424.0,9946.0,771.0
84269,31250C,광주시,제조업(10~34),6587.0,48720.0,4288.0,857.0,38123.0,4794.0,658.0
86273,31260C,양주시,제조업(10~34),4276.0,34784.0,3051.0,786.0,27459.0,3393.0,95.0
88277,31270C,포천시,제조업(10~34),5981.0,43667.0,4455.0,1236.0,34619.0,3069.0,288.0
90281,31280C,여주시,제조업(10~34),1135.0,8598.0,801.0,382.0,6602.0,806.0,7.0
92285,31350C,연천군,제조업(10~34),381.0,2831.0,270.0,83.0,2147.0,324.0,7.0
94289,31370C,가평군,제조업(10~34),340.0,1881.0,256.0,127.0,1096.0,373.0,29.0
96293,31380C,양평군,제조업(10~34),398.0,1578.0,314.0,128.0,773.0,265.0,98.0
101,31C,경기도,제조업(10~34),132785.0,1317605.0,86415.0,16731.0,1127122.0,79550.0,7787.0
2105,32010C,춘천시,제조업(10~34),1249.0,7365.0,874.0,246.0,5647.0,590.0,8.0
4109,32020C,원주시,제조업(10~34),1964.0,19222.0,1332.0,384.0,16020.0,1376.0,110.0
6113,32030C,강릉시,제조업(10~34),1273.0,6961.0,987.0,356.0,4563.0,983.0,72.0
8117,32040C,동해시,제조업(10~34),471.0,3224.0,379.0,145.0,2233.0,452.0,15.0
10121,32050C,태백시,제조업(10~34),231.0,1225.0,164.0,73.0,720.0,268.0,0.0
12125,32060C,속초시,제조업(10~34),388.0,2251.0,337.0,105.0,1234.0,378.0,197.0
14129,32070C,삼척시,제조업(10~34),367.0,2187.0,271.0,95.0,1511.0,279.0,31.0
16133,32310C,홍천군,제조업(10~34),421.0,2672.0,309.0,122.0,2042.0,171.0,28.0
18137,32320C,횡성군,제조업(10~34),369.0,4255.0,206.0,73.0,3788.0,185.0,3.0
20141,32330C,영월군,제조업(10~34),253.0,2103.0,157.0,63.0,1611.0,242.0,30.0
22145,32340C,평창군,제조업(10~34),239.0,1075.0,162.0,72.0,747.0,85.0,9.0
24149,32350C,정선군,제조업(10~34),219.0,1110.0,158.0,53.0,852.0,45.0,2.0
26153,32360C,철원군,제조업(10~34),238.0,1433.0,175.0,83.0,987.0,180.0,8.0
28157,32370C,화천군,제조업(10~34),130.0,510.0,88.0,51.0,244.0,104.0,23.0
30161,32380C,양구군,제조업(10~34),133.0,637.0,75.0,43.0,342.0,157.0,20.0
32165,32390C,인제군,제조업(10~34),195.0,856.0,143.0,74.0,491.0,142.0,6.0
34169,32400C,고성군,제조업(10~34),226.0,1273.0,162.0,49.0,647.0,339.0,76.0
36173,32410C,양양군,제조업(10~34),218.0,1118.0,155.0,67.0,688.0,186.0,22.0
101,32C,강원도,제조업(10~34),8584.0,59477.0,6134.0,2154.0,44367.0,6162.0,660.0
2105,33020C,충주시,제조업(10~34),1551.0,20811.0,977.0,376.0,17818.0,1478.0,162.0
4109,33030C,제천시,제조업(10~34),946.0,8553.0,646.0,200.0,6876.0,769.0,62.0
6113,33040C,청주시,제조업(10~34),5535.0,87573.0,3589.0,787.0,80097.0,3015.0,85.0
8117,33041C,상당구,제조업(10~34),756.0,2757.0,631.0,196.0,1681.0,198.0,51.0
10121,33042C,서원구,제조업(10~34),1044.0,6755.0,742.0,163.0,5253.0,594.0,3.0
12125,33043C,흥덕구,제조업(10~34),1743.0,53413.0,992.0,190.0,51018.0,1213.0,0.0
14129,33044C,청원구,제조업(10~34),1992.0,24648.0,1224.0,238.0,22145.0,1010.0,31.0
16133,33320C,보은군,제조업(10~34),334.0,3630.0,217.0,80.0,3121.0,202.0,10.0
18137,33330C,옥천군,제조업(10~34),654.0,6202.0,393.0,131.0,5318.0,353.0,7.0
20141,33340C,영동군,제조업(10~34),347.0,2482.0,247.0,83.0,2033.0,98.0,21.0
22145,33350C,진천군,제조업(10~34),1308.0,29591.0,561.0,99.0,27919.0,1005.0,7.0
24149,33360C,괴산군,제조업(10~34),361.0,3750.0,178.0,68.0,3136.0,366.0,2.0
26153,33370C,음성군,제조업(10~34),2255.0,40159.0,927.0,197.0,36327.0,2695.0,13.0
28157,33380C,단양군,제조업(10~34),233.0,2385.0,153.0,78.0,2028.0,124.0,2.0
30161,33390C,증평군,제조업(10~34),262.0,3614.0,168.0,48.0,3168.0,219.0,11.0
101,33C,충청북도,제조업(10~34),13786.0,208750.0,8056.0,2147.0,187841.0,10324.0,382.0
2105,34010C,천안시,제조업(10~34),5634.0,83518.0,3259.0,641.0,76078.0,3354.0,186.0
4109,34011C,동남구,제조업(10~34),2232.0,24084.0,1449.0,304.0,21001.0,1283.0,47.0
6113,34012C,서북구,제조업(10~34),3402.0,59434.0,1810.0,337.0,55077.0,2071.0,139.0
8117,34020C,공주시,제조업(10~34),835.0,9030.0,564.0,240.0,7553.0,514.0,159.0
10121,34030C,보령시,제조업(10~34),689.0,5565.0,501.0,192.0,4369.0,478.0,25.0
12125,34040C,아산시,제조업(10~34),3354.0,91350.0,1653.0,375.0,86449.0,2765.0,108.0
14129,34050C,서산시,제조업(10~34),924.0,21719.0,570.0,202.0,19980.0,954.0,13.0
16133,34060C,논산시,제조업(10~34),1193.0,11292.0,773.0,291.0,9543.0,665.0,20.0
18137,34070C,계룡시,제조업(10~34),116.0,960.0,75.0,38.0,727.0,119.0,1.0
20141,34080C,당진시,제조업(10~34),1480.0,32257.0,789.0,203.0,29540.0,1576.0,149.0
22145,34310C,금산군,제조업(10~34),1171.0,10569.0,769.0,255.0,8912.0,609.0,24.0
24149,34330C,부여군,제조업(10~34),417.0,2769.0,289.0,115.0,2171.0,192.0,2.0
26153,34340C,서천군,제조업(10~34),560.0,5236.0,422.0,187.0,3451.0,1170.0,6.0
28157,34350C,청양군,제조업(10~34),325.0,2757.0,221.0,130.0,2157.0,173.0,76.0
30161,34360C,홍성군,제조업(10~34),654.0,5702.0,456.0,176.0,4588.0,466.0,16.0
32165,34370C,예산군,제조업(10~34),770.0,9851.0,467.0,150.0,8995.0,235.0,4.0
34169,34380C,태안군,제조업(10~34),300.0,955.0,250.0,105.0,486.0,96.0,18.0
101,34C,충청남도,제조업(10~34),18422.0,293530.0,11058.0,3300.0,264999.0,13366.0,807.0
2105,35010C,전주시,제조업(10~34),2665.0,13885.0,2020.0,657.0,10124.0,1072.0,12.0
4109,35011C,완산구,제조업(10~34),1165.0,3325.0,1000.0,336.0,1536.0,449.0,4.0
6113,35012C,덕진구,제조업(10~34),1500.0,10560.0,1020.0,321.0,8588.0,623.0,8.0
8117,35020C,군산시,제조업(10~34),1913.0,22960.0,1128.0,321.0,20243.0,1220.0,48.0
10121,35030C,익산시,제조업(10~34),2574.0,24783.0,1758.0,513.0,21500.0,990.0,22.0
12125,35040C,정읍시,제조업(10~34),933.0,8115.0,589.0,229.0,6896.0,392.0,9.0
14129,35050C,남원시,제조업(10~34),656.0,3399.0,497.0,216.0,2389.0,286.0,11.0
16133,35060C,김제시,제조업(10~34),1087.0,10347.0,608.0,178.0,9009.0,543.0,9.0
18137,35310C,완주군,제조업(10~34),947.0,20476.0,495.0,140.0,18900.0,928.0,13.0
20141,35320C,진안군,제조업(10~34),308.0,1261.0,235.0,128.0,724.0,173.0,1.0
22145,35330C,무주군,제조업(10~34),181.0,567.0,137.0,70.0,298.0,61.0,1.0
24149,35340C,장수군,제조업(10~34),182.0,1032.0,140.0,59.0,776.0,41.0,16.0
26153,35350C,임실군,제조업(10~34),251.0,1699.0,167.0,51.0,1345.0,136.0,0.0
28157,35360C,순창군,제조업(10~34),279.0,1436.0,187.0,86.0,1050.0,106.0,7.0
30161,35370C,고창군,제조업(10~34),524.0,2361.0,364.0,154.0,1575.0,239.0,29.0
32165,35380C,부안군,제조업(10~34),433.0,2964.0,317.0,203.0,2214.0,222.0,8.0
101,35C,전라북도,제조업(10~34),12933.0,115285.0,8642.0,3005.0,97043.0,6409.0,186.0
2105,36010C,목포시,제조업(10~34),1164.0,4137.0,932.0,374.0,2205.0,588.0,38.0
4109,36020C,여수시,제조업(10~34),1553.0,23477.0,1122.0,423.0,20182.0,1690.0,60.0
6113,36030C,순천시,제조업(10~34),1309.0,8145.0,962.0,332.0,5907.0,851.0,93.0
8117,36040C,나주시,제조업(10~34),937.0,7202.0,535.0,170.0,6006.0,476.0,15.0
10121,36060C,광양시,제조업(10~34),1003.0,18830.0,605.0,203.0,16862.0,1110.0,50.0
12125,36310C,담양군,제조업(10~34),661.0,4032.0,386.0,176.0,3125.0,344.0,1.0
14129,36320C,곡성군,제조업(10~34),219.0,2972.0,147.0,71.0,2620.0,134.0,0.0
16133,36330C,구례군,제조업(10~34),187.0,736.0,145.0,56.0,461.0,62.0,12.0
18137,36350C,고흥군,제조업(10~34),591.0,3311.0,425.0,230.0,1119.0,1478.0,59.0
20141,36360C,보성군,제조업(10~34),340.0,1115.0,275.0,152.0,543.0,145.0,0.0
22145,36370C,화순군,제조업(10~34),545.0,3449.0,341.0,138.0,2598.0,366.0,6.0
24149,36380C,장흥군,제조업(10~34),410.0,2046.0,282.0,151.0,1004.0,582.0,27.0
26153,36390C,강진군,제조업(10~34),339.0,1409.0,246.0,125.0,722.0,269.0,47.0
28157,36400C,해남군,제조업(10~34),624.0,4696.0,467.0,317.0,2193.0,1680.0,39.0
30161,36410C,영암군,제조업(10~34),879.0,15402.0,359.0,94.0,14338.0,588.0,23.0
32165,36420C,무안군,제조업(10~34),541.0,2735.0,368.0,163.0,1934.0,262.0,8.0
34169,36430C,함평군,제조업(10~34),340.0,2060.0,217.0,120.0,1601.0,120.0,2.0
36173,36440C,영광군,제조업(10~34),890.0,2642.0,740.0,511.0,967.0,397.0,27.0
38177,36450C,장성군,제조업(10~34),618.0,6035.0,304.0,129.0,5236.0,333.0,33.0
40181,36460C,완도군,제조업(10~34),422.0,1857.0,303.0,124.0,559.0,822.0,49.0
42185,36470C,진도군,제조업(10~34),251.0,799.0,189.0,100.0,367.0,139.0,4.0
44189,36480C,신안군,제조업(10~34),191.0,902.0,151.0,89.0,426.0,236.0,0.0
101,36C,전라남도,제조업(10~34),14014.0,117989.0,9501.0,4248.0,90975.0,12672.0,593.0
2105,37010C,포항시,제조업(10~34),3088.0,41080.0,2245.0,713.0,34933.0,3046.0,143.0
4109,37011C,남구,제조업(10~34),1918.0,33962.0,1332.0,379.0,29963.0,2229.0,59.0
6113,37012C,북구,제조업(10~34),1170.0,7118.0,913.0,334.0,4970.0,817.0,84.0
8117,37020C,경주시,제조업(10~34),3696.0,42573.0,2387.0,470.0,36967.0,2616.0,133.0
10121,37030C,김천시,제조업(10~34),1019.0,13450.0,712.0,265.0,11368.0,1102.0,3.0
12125,37040C,안동시,제조업(10~34),920.0,4470.0,736.0,248.0,2784.0,320.0,382.0
14129,37050C,구미시,제조업(10~34),4688.0,89744.0,3183.0,465.0,83092.0,2789.0,215.0
16133,37060C,영주시,제조업(10~34),805.0,6086.0,654.0,283.0,4737.0,404.0,8.0
18137,37070C,영천시,제조업(10~34),1728.0,17978.0,1095.0,276.0,15874.0,690.0,43.0
20141,37080C,상주시,제조업(10~34),813.0,4893.0,664.0,384.0,3204.0,586.0,55.0
22145,37090C,문경시,제조업(10~34),563.0,3424.0,444.0,186.0,2553.0,240.0,1.0
24149,37100C,경산시,제조업(10~34),3384.0,36374.0,2385.0,590.0,31943.0,1430.0,26.0
26153,37310C,군위군,제조업(10~34),296.0,2108.0,203.0,64.0,1715.0,123.0,3.0
28157,37320C,의성군,제조업(10~34),440.0,1968.0,317.0,102.0,1414.0,134.0,1.0
30161,37330C,청송군,제조업(10~34),191.0,502.0,161.0,76.0,182.0,72.0,11.0
32165,37340C,영양군,제조업(10~34),105.0,337.0,82.0,28.0,175.0,48.0,4.0
34169,37350C,영덕군,제조업(10~34),302.0,1233.0,256.0,118.0,576.0,250.0,33.0
36173,37360C,청도군,제조업(10~34),514.0,2816.0,379.0,238.0,1764.0,413.0,22.0
38177,37370C,고령군,제조업(10~34),1482.0,10769.0,1131.0,312.0,8556.0,770.0,0.0
40181,37380C,성주군,제조업(10~34),1312.0,9705.0,868.0,237.0,8076.0,516.0,8.0
42185,37390C,칠곡군,제조업(10~34),2949.0,26711.0,2041.0,417.0,22372.0,1774.0,107.0
44189,37400C,예천군,제조업(10~34),328.0,1208.0,277.0,124.0,680.0,109.0,18.0
46193,37410C,봉화군,제조업(10~34),235.0,1813.0,181.0,78.0,1431.0,123.0,0.0
48197,37420C,울진군,제조업(10~34),273.0,1158.0,209.0,70.0,700.0,178.0,1.0
50201,37430C,울릉군,제조업(10~34),86.0,306.0,75.0,45.0,95.0,91.0,0.0
101,37C,경상북도,제조업(10~34),29217.0,320706.0,20685.0,5789.0,275191.0,17824.0,1217.0
2105,38030C,진주시,제조업(10~34),2619.0,15288.0,2219.0,574.0,11554.0,926.0,15.0
4109,38050C,통영시,제조업(10~34),601.0,4056.0,509.0,138.0,2602.0,781.0,26.0
6113,38060C,사천시,제조업(10~34),1009.0,17624.0,727.0,264.0,15884.0,723.0,26.0
8117,38070C,김해시,제조업(10~34),10146.0,91274.0,6844.0,998.0,78283.0,4946.0,203.0
10121,38080C,밀양시,제조업(10~34),1000.0,8980.0,694.0,187.0,7643.0,404.0,52.0
12125,38090C,거제시,제조업(10~34),758.0,41616.0,503.0,127.0,39577.0,1408.0,1.0
14129,38100C,양산시,제조업(10~34),4127.0,50875.0,2907.0,547.0,44846.0,2033.0,542.0
16133,38110C,창원시,제조업(10~34),10137.0,128222.0,7830.0,1376.0,114438.0,4537.0,41.0
18137,38111C,의창구,제조업(10~34),3190.0,24187.0,2472.0,386.0,20010.0,1300.0,19.0
20141,38112C,성산구,제조업(10~34),2965.0,75159.0,2155.0,211.0,71168.0,1611.0,14.0
22145,38113C,마산합포구,제조업(10~34),1311.0,7366.0,1098.0,323.0,5508.0,430.0,7.0
24149,38114C,마산회원구,제조업(10~34),2014.0,13832.0,1649.0,327.0,11287.0,568.0,1.0
26153,38115C,진해구,제조업(10~34),657.0,7678.0,456.0,129.0,6465.0,628.0,0.0
28157,38310C,의령군,제조업(10~34),298.0,2026.0,204.0,66.0,1576.0,180.0,0.0
30161,38320C,함안군,제조업(10~34),2605.0,23824.0,1731.0,311.0,20528.0,1251.0,3.0
32165,38330C,창녕군,제조업(10~34),919.0,9411.0,623.0,182.0,8048.0,551.0,7.0
34169,38340C,고성군,제조업(10~34),541.0,5600.0,348.0,127.0,3964.0,1159.0,2.0
36173,38350C,남해군,제조업(10~34),322.0,1192.0,265.0,139.0,404.0,188.0,196.0
38177,38360C,하동군,제조업(10~34),387.0,1434.0,317.0,171.0,793.0,151.0,2.0
40181,38370C,산청군,제조업(10~34),418.0,2302.0,324.0,224.0,1558.0,194.0,2.0
42185,38380C,함양군,제조업(10~34),339.0,1892.0,263.0,131.0,1322.0,159.0,17.0
44189,38390C,거창군,제조업(10~34),452.0,2726.0,349.0,113.0,2011.0,236.0,17.0
46193,38400C,합천군,제조업(10~34),370.0,1420.0,307.0,132.0,879.0,99.0,3.0
101,38C,경상남도,제조업(10~34),37048.0,409762.0,26964.0,5807.0,355910.0,19926.0,1155.0
