,코드,행정구역,산업분류,총사업체수,총종사자수,자영업자 종사자수,무급가족 종사자수,상용 종사자수,임시및일용 종사자수,기타 종사자수
3550,11010L,종로구,부동산업(68),1316.0,6392.0,883.0,80.0,4714.0,465.0,250.0
5554,11020L,중구,부동산업(68),1694.0,9169.0,1025.0,125.0,7449.0,456.0,114.0
7558,11030L,용산구,부동산업(68),1139.0,3807.0,855.0,99.0,2720.0,97.0,36.0
9562,11040L,성동구,부동산업(68),1371.0,5520.0,942.0,123.0,4076.0,163.0,216.0
11566,11050L,광진구,부동산업(68),1275.0,3725.0,998.0,165.0,2375.0,135.0,52.0
13570,11060L,동대문구,부동산업(68),1359.0,4598.0,1101.0,138.0,2600.0,660.0,99.0
15574,11070L,중랑구,부동산업(68),1085.0,2921.0,861.0,140.0,1650.0,230.0,40.0
17578,11080L,성북구,부동산업(68),1125.0,2708.0,914.0,125.0,1518.0,105.0,46.0
19582,11090L,강북구,부동산업(68),807.0,1782.0,678.0,83.0,860.0,103.0,58.0
21586,11100L,도봉구,부동산업(68),796.0,2768.0,603.0,122.0,1823.0,119.0,101.0
23590,11110L,노원구,부동산업(68),1231.0,4289.0,870.0,161.0,3064.0,185.0,9.0
25594,11120L,은평구,부동산업(68),1471.0,3291.0,1214.0,154.0,1681.0,143.0,99.0
27598,11130L,서대문구,부동산업(68),1023.0,2634.0,803.0,115.0,1538.0,143.0,35.0
29602,11140L,마포구,부동산업(68),1918.0,5932.0,1404.0,154.0,3893.0,308.0,173.0
31606,11150L,양천구,부동산업(68),1254.0,3571.0,967.0,143.0,2230.0,191.0,40.0
33610,11160L,강서구,부동산업(68),2088.0,7464.0,1448.0,201.0,4675.0,705.0,435.0
35614,11170L,구로구,부동산업(68),1373.0,4386.0,924.0,125.0,3006.0,285.0,46.0
37618,11180L,금천구,부동산업(68),1035.0,3147.0,712.0,68.0,1792.0,193.0,382.0
39622,11190L,영등포구,부동산업(68),1911.0,8762.0,1244.0,122.0,6954.0,303.0,139.0
41626,11200L,동작구,부동산업(68),1279.0,5825.0,1002.0,161.0,3055.0,1506.0,101.0
43630,11210L,관악구,부동산업(68),1422.0,4010.0,1235.0,192.0,2017.0,143.0,423.0
45634,11220L,서초구,부동산업(68),3281.0,14381.0,2031.0,167.0,11378.0,585.0,220.0
47638,11230L,강남구,부동산업(68),5779.0,29039.0,3324.0,246.0,22013.0,1177.0,2279.0
49642,11240L,송파구,부동산업(68),2625.0,13611.0,1880.0,287.0,9592.0,1376.0,476.0
51646,11250L,강동구,부동산업(68),1625.0,4331.0,1251.0,213.0,2567.0,208.0,92.0
1546,11L,서울특별시,부동산업(68),41282.0,158063.0,29169.0,3709.0,109240.0,9984.0,5961.0
3550,21010L,중구,부동산업(68),370.0,1065.0,229.0,14.0,713.0,48.0,61.0
5554,21020L,서구,부동산업(68),247.0,726.0,136.0,18.0,483.0,24.0,65.0
