,코드,행정구역,산업분류,총사업체수,총종사자수,자영업자 종사자수,무급가족 종사자수,상용 종사자수,임시및일용 종사자수,기타 종사자수
3010,11010G,종로구,도매 및 소매업(45~47),16587.0,43116.0,14462.0,2359.0,23198.0,2746.0,351.0
5014,11020G,중구,도매 및 소매업(45~47),31547.0,98606.0,27960.0,7989.0,51895.0,8753.0,2009.0
7018,11030G,용산구,도매 및 소매업(45~47),7248.0,31093.0,4927.0,647.0,22265.0,2861.0,393.0
9022,11040G,성동구,도매 및 소매업(45~47),7385.0,31602.0,4888.0,946.0,23197.0,2073.0,498.0
11026,11050G,광진구,도매 및 소매업(45~47),5889.0,19023.0,4642.0,1031.0,10569.0,2142.0,639.0
13030,11060G,동대문구,도매 및 소매업(45~47),10923.0,31318.0,9256.0,2464.0,16155.0,2775.0,668.0
15034,11070G,중랑구,도매 및 소매업(45~47),5296.0,16071.0,4609.0,1503.0,7305.0,1951.0,703.0
17038,11080G,성북구,도매 및 소매업(45~47),4805.0,15159.0,4168.0,1013.0,7378.0,2004.0,596.0
19042,11090G,강북구,도매 및 소매업(45~47),3768.0,10625.0,3361.0,889.0,4061.0,1538.0,776.0
21046,11100G,도봉구,도매 및 소매업(45~47),3455.0,10983.0,3023.0,955.0,4964.0,1242.0,799.0
23050,11110G,노원구,도매 및 소매업(45~47),5030.0,15757.0,4297.0,928.0,6965.0,2713.0,854.0
25054,11120G,은평구,도매 및 소매업(45~47),4984.0,15264.0,4353.0,942.0,6683.0,2087.0,1199.0
27058,11130G,서대문구,도매 및 소매업(45~47),4025.0,14045.0,3392.0,789.0,7543.0,1989.0,332.0
29062,11140G,마포구,도매 및 소매업(45~47),7655.0,35083.0,5148.0,909.0,24143.0,3815.0,1068.0
31066,11150G,양천구,도매 및 소매업(45~47),5259.0,17547.0,4322.0,1031.0,9176.0,2110.0,908.0
33070,11160G,강서구,도매 및 소매업(45~47),9079.0,37641.0,6455.0,1429.0,22251.0,3796.0,3710.0
35074,11170G,구로구,도매 및 소매업(45~47),12100.0,40438.0,8492.0,1160.0,27542.0,2489.0,755.0
37078,11180G,금천구,도매 및 소매업(45~47),9091.0,40952.0,5691.0,1070.0,30505.0,3147.0,539.0
39082,11190G,영등포구,도매 및 소매업(45~47),11068.0,52863.0,7828.0,1369.0,39394.0,3483.0,789.0
41086,11200G,동작구,도매 및 소매업(45~47),4564.0,14773.0,3950.0,1327.0,6640.0,1996.0,860.0
43090,11210G,관악구,도매 및 소매업(45~47),4991.0,15166.0,4311.0,1096.0,6509.0,2441.0,809.0
45094,11220G,서초구,도매 및 소매업(45~47),12079.0,67696.0,7522.0,1123.0,54050.0,4086.0,915.0
47098,11230G,강남구,도매 및 소매업(45~47),16697.0,136778.0,8545.0,938.0,118335.0,6625.0,2335.0
49102,11240G,송파구,도매 및 소매업(45~47),13666.0,60790.0,8260.0,1486.0,45056.0,5208.0,780.0
51106,11250G,강동구,도매 및 소매업(45~47),6764.0,23937.0,5564.0,1254.0,13777.0,2293.0,1049.0
1006,11G,서울특별시,도매 및 소매업(45~47),223955.0,896326.0,169426.0,36647.0,589556.0,76363.0,24334.0
3010,21010G,중구,도매 및 소매업(45~47),5988.0,13690.0,5164.0,1310.0,5520.0,1412.0,284.0
5014,21020G,서구,도매 및 소매업(45~47),3515.0,9004.0,2818.0,735.0,4528.0,681.0,242.0
7018,21030G,동구,도매 및 소매업(45~47),4788.0,12178.0,4100.0,1012.0,5288.0,869.0,909.0
9022,21040G,영도구,도매 및 소매업(45~47),2141.0,5711.0,1892.0,659.0,2434.0,420.0,306.0
11026,21050G,부산진구,도매 및 소매업(45~47),10379.0,28309.0,9423.0,2901.0,10276.0,3228.0,2481.0
13030,21060G,동래구,도매 및 소매업(45~47),5200.0,14608.0,4462.0,1255.0,6357.0,1555.0,979.0
15034,21070G,남구,도매 및 소매업(45~47),3806.0,10936.0,3368.0,1051.0,4400.0,1343.0,774.0
17038,21080G,북구,도매 및 소매업(45~47),3510.0,9912.0,3187.0,984.0,3445.0,1443.0,853.0
19042,21090G,해운대구,도매 및 소매업(45~47),7695.0,25799.0,5762.0,1427.0,14236.0,3441.0,933.0
21046,21100G,사하구,도매 및 소매업(45~47),4985.0,14542.0,4400.0,1410.0,6506.0,1521.0,705.0
23050,21110G,금정구,도매 및 소매업(45~47),4476.0,13822.0,3880.0,1027.0,6788.0,1726.0,401.0
25054,21120G,강서구,도매 및 소매업(45~47),4506.0,15542.0,3287.0,1002.0,10143.0,1049.0,61.0
27058,21130G,연제구,도매 및 소매업(45~47),3717.0,12255.0,3157.0,826.0,5267.0,1308.0,1697.0
29062,21140G,수영구,도매 및 소매업(45~47),3572.0,9494.0,3247.0,959.0,3725.0,1100.0,463.0
31066,21150G,사상구,도매 및 소매업(45~47),9374.0,27998.0,7780.0,1893.0,15629.0,1578.0,1118.0
33070,21310G,기장군,도매 및 소매업(45~47),2905.0,8987.0,2404.0,574.0,4591.0,1286.0,132.0
1006,21G,부산광역시,도매 및 소매업(45~47),80557.0,232787.0,68331.0,19025.0,109133.0,23960.0,12338.0
3010,22010G,중구,도매 및 소매업(45~47),9735.0,22640.0,8815.0,2166.0,8489.0,2335.0,835.0
5014,22020G,동구,도매 및 소매업(45~47),6705.0,20868.0,5550.0,1365.0,10708.0,2452.0,793.0
7018,22030G,서구,도매 및 소매업(45~47),5488.0,15191.0,4759.0,1039.0,7807.0,1011.0,575.0
9022,22040G,남구,도매 및 소매업(45~47),3713.0,8181.0,3493.0,1009.0,2449.0,742.0,488.0
11026,22050G,북구,도매 및 소매업(45~47),11614.0,33476.0,10059.0,2699.0,16669.0,2990.0,1059.0
13030,22060G,수성구,도매 및 소매업(45~47),5684.0,29379.0,5097.0,1460.0,7089.0,2126.0,13607.0
