,코드,행정구역,산업분류,총사업체수,총종사자수,자영업자 종사자수,무급가족 종사자수,상용 종사자수,임시및일용 종사자수,기타 종사자수
9419,24040J,북구,정보통신업(58~63),196.0,1934.0,74.0,5.0,1687.0,84.0,84.0
11423,24050J,광산구,정보통신업(58~63),120.0,1787.0,39.0,3.0,1357.0,370.0,18.0
1403,24J,광주광역시,정보통신업(58~63),878.0,8290.0,367.0,23.0,6928.0,734.0,238.0
3407,25010J,동구,정보통신업(58~63),92.0,789.0,43.0,6.0,621.0,77.0,42.0
5411,25020J,중구,정보통신업(58~63),130.0,1492.0,54.0,6.0,1342.0,70.0,20.0
7415,25030J,서구,정보통신업(58~63),397.0,5017.0,111.0,5.0,4512.0,356.0,33.0
9419,25040J,유성구,정보통신업(58~63),526.0,6588.0,91.0,3.0,6247.0,239.0,8.0
11423,25050J,대덕구,정보통신업(58~63),60.0,513.0,31.0,2.0,460.0,19.0,1.0
1403,25J,대전광역시,정보통신업(58~63),1205.0,14399.0,330.0,22.0,13182.0,761.0,104.0
3407,26010J,중구,정보통신업(58~63),72.0,827.0,30.0,1.0,716.0,75.0,5.0
5411,26020J,남구,정보통신업(58~63),173.0,2031.0,67.0,6.0,1745.0,190.0,23.0
7415,26030J,동구,정보통신업(58~63),21.0,228.0,9.0,0.0,216.0,3.0,0.0
9419,26040J,북구,정보통신업(58~63),31.0,331.0,18.0,2.0,308.0,3.0,0.0
11423,26310J,울주군,정보통신업(58~63),46.0,348.0,12.0,1.0,325.0,10.0,0.0
1403,26J,울산광역시,정보통신업(58~63),343.0,3765.0,136.0,10.0,3310.0,281.0,28.0
3407,29010J,세종특별자치시,정보통신업(58~63),160.0,1312.0,54.0,3.0,1137.0,89.0,29.0
1403,29J,세종특별자치시,정보통신업(58~63),160.0,1312.0,54.0,3.0,1137.0,89.0,29.0
3407,31010J,수원시,정보통신업(58~63),619.0,6155.0,232.0,8.0,5254.0,531.0,130.0
5411,31011J,장안구,정보통신업(58~63),84.0,1024.0,36.0,0.0,941.0,46.0,1.0
7415,31012J,권선구,정보통신업(58~63),97.0,1006.0,41.0,0.0,838.0,121.0,6.0
9419,31013J,팔달구,정보통신업(58~63),168.0,1280.0,77.0,3.0,1132.0,40.0,28.0
11423,31014J,영통구,정보통신업(58~63),270.0,2845.0,78.0,5.0,2343.0,324.0,95.0
13427,31020J,성남시,정보통신업(58~63),1639.0,60352.0,350.0,8.0,58000.0,1756.0,238.0
15431,31021J,수정구,정보통신업(58~63),173.0,1495.0,46.0,2.0,1184.0,233.0,30.0
17435,31022J,중원구,정보통신업(58~63),188.0,1557.0,58.0,1.0,1400.0,78.0,20.0
19439,31023J,분당구,정보통신업(58~63),1278.0,57300.0,246.0,5.0,55416.0,1445.0,188.0
21443,31030J,의정부시,정보통신업(58~63),112.0,1439.0,49.0,5.0,1201.0,121.0,63.0
23447,31040J,안양시,정보통신업(58~63),801.0,9459.0,229.0,7.0,8447.0,575.0,201.0
25451,31041J,만안구,정보통신업(58~63),132.0,877.0,57.0,5.0,544.0,151.0,120.0
27455,31042J,동안구,정보통신업(58~63),669.0,8582.0,172.0,2.0,7903.0,424.0,81.0
29459,31050J,부천시,정보통신업(58~63),438.0,4172.0,201.0,17.0,3575.0,237.0,142.0
31463,31060J,광명시,정보통신업(58~63),100.0,853.0,45.0,2.0,626.0,172.0,8.0
33467,31070J,평택시,정보통신업(58~63),102.0,995.0,31.0,4.0,786.0,166.0,8.0
35471,31080J,동두천시,정보통신업(58~63),16.0,181.0,7.0,2.0,155.0,2.0,15.0
37475,31090J,안산시,정보통신업(58~63),230.0,1570.0,107.0,6.0,1041.0,326.0,90.0
39479,31091J,상록구,정보통신업(58~63),59.0,266.0,23.0,0.0,185.0,52.0,6.0
41483,31092J,단원구,정보통신업(58~63),171.0,1304.0,84.0,6.0,856.0,274.0,84.0
43487,31100J,고양시,정보통신업(58~63),932.0,6826.0,465.0,10.0,5433.0,795.0,123.0
45491,31101J,덕양구,정보통신업(58~63),216.0,1145.0,95.0,5.0,821.0,218.0,6.0
47495,31103J,일산동구,정보통신업(58~63),606.0,4908.0,313.0,3.0,4049.0,452.0,91.0
49499,31104J,일산서구,정보통신업(58~63),110.0,773.0,57.0,2.0,563.0,125.0,26.0
51503,31110J,과천시,정보통신업(58~63),41.0,1475.0,11.0,0.0,1438.0,26.0,0.0
53507,31120J,구리시,정보통신업(58~63),50.0,573.0,23.0,0.0,477.0,68.0,5.0
55511,31130J,남양주시,정보통신업(58~63),116.0,889.0,57.0,2.0,702.0,125.0,3.0
57515,31140J,오산시,정보통신업(58~63),52.0,335.0,26.0,1.0,282.0,25.0,1.0
59519,31150J,시흥시,정보통신업(58~63),111.0,726.0,58.0,6.0,537.0,73.0,52.0
61523,31160J,군포시,정보통신업(58~63),139.0,1297.0,46.0,4.0,1059.0,143.0,45.0
63527,31170J,의왕시,정보통신업(58~63),97.0,1981.0,31.0,1.0,1906.0,30.0,13.0
65531,31180J,하남시,정보통신업(58~63),89.0,992.0,28.0,1.0,858.0,94.0,11.0
67535,31190J,용인시,정보통신업(58~63),423.0,5177.0,127.0,7.0,4700.0,301.0,42.0
69539,31191J,처인구,정보통신업(58~63),57.0,573.0,23.0,3.0,464.0,75.0,8.0
71543,31192J,기흥구,정보통신업(58~63),224.0,1558.0,72.0,4.0,1368.0,97.0,17.0
73547,31193J,수지구,정보통신업(58~63),142.0,3046.0,32.0,0.0,2868.0,129.0,17.0
75551,31200J,파주시,정보통신업(58~63),404.0,4164.0,219.0,5.0,3729.0,204.0,7.0
77555,31210J,이천시,정보통신업(58~63),56.0,386.0,19.0,0.0,287.0,62.0,18.0
79559,31220J,안성시,정보통신업(58~63),37.0,644.0,10.0,0.0,226.0,21.0,387.0
81563,31230J,김포시,정보통신업(58~63),84.0,528.0,33.0,3.0,387.0,103.0,2.0
83567,31240J,화성시,정보통신업(58~63),189.0,2055.0,72.0,5.0,1718.0,240.0,20.0
85571,31250J,광주시,정보통신업(58~63),51.0,420.0,22.0,1.0,327.0,59.0,11.0
87575,31260J,양주시,정보통신업(58~63),33.0,183.0,12.0,0.0,90.0,81.0,0.0
89579,31270J,포천시,정보통신업(58~63),35.0,202.0,12.0,2.0,175.0,8.0,5.0
91583,31280J,여주시,정보통신업(58~63),26.0,187.0,12.0,2.0,163.0,10.0,0.0
93587,31350J,연천군,정보통신업(58~63),18.0,93.0,7.0,1.0,83.0,2.0,0.0
95591,31370J,가평군,정보통신업(58~63),31.0,187.0,16.0,1.0,161.0,9.0,0.0
97595,31380J,양평군,정보통신업(58~63),46.0,223.0,21.0,1.0,190.0,11.0,0.0
1403,31J,경기도,정보통신업(58~63),7117.0,114719.0,2578.0,112.0,104013.0,6376.0,1640.0
3407,32010J,춘천시,정보통신업(58~63),222.0,3498.0,69.0,7.0,3220.0,115.0,87.0
5411,32020J,원주시,정보통신업(58~63),154.0,1879.0,48.0,5.0,1541.0,215.0,70.0
7415,32030J,강릉시,정보통신업(58~63),102.0,900.0,44.0,4.0,720.0,66.0,66.0
9419,32040J,동해시,정보통신업(58~63),22.0,205.0,5.0,0.0,167.0,1.0,32.0
11423,32050J,태백시,정보통신업(58~63),34.0,138.0,11.0,4.0,102.0,13.0,8.0
13427,32060J,속초시,정보통신업(58~63),34.0,289.0,14.0,2.0,248.0,24.0,1.0
15431,32070J,삼척시,정보통신업(58~63),26.0,205.0,10.0,2.0,149.0,4.0,40.0
17435,32310J,홍천군,정보통신업(58~63),24.0,164.0,6.0,0.0,149.0,9.0,0.0
19439,32320J,횡성군,정보통신업(58~63),24.0,117.0,6.0,1.0,105.0,5.0,0.0
21443,32330J,영월군,정보통신업(58~63),18.0,165.0,2.0,0.0,153.0,6.0,4.0
23447,32340J,평창군,정보통신업(58~63),18.0,158.0,3.0,0.0,138.0,4.0,13.0
25451,32350J,정선군,정보통신업(58~63),20.0,104.0,4.0,0.0,96.0,2.0,2.0
27455,32360J,철원군,정보통신업(58~63),19.0,113.0,6.0,0.0,87.0,16.0,4.0
29459,32370J,화천군,정보통신업(58~63),19.0,124.0,3.0,1.0,93.0,19.0,8.0
31463,32380J,양구군,정보통신업(58~63),13.0,90.0,1.0,0.0,75.0,9.0,5.0
33467,32390J,인제군,정보통신업(58~63),10.0,62.0,2.0,0.0,59.0,1.0,0.0
35471,32400J,고성군,정보통신업(58~63),10.0,39.0,2.0,0.0,33.0,4.0,0.0
37475,32410J,양양군,정보통신업(58~63),17.0,74.0,8.0,0.0,66.0,0.0,0.0
1403,32J,강원도,정보통신업(58~63),786.0,8324.0,244.0,26.0,7201.0,513.0,340.0
3407,33020J,충주시,정보통신업(58~63),77.0,725.0,23.0,0.0,646.0,44.0,12.0
5411,33030J,제천시,정보통신업(58~63),47.0,285.0,23.0,1.0,243.0,17.0,1.0
7415,33040J,청주시,정보통신업(58~63),333.0,3527.0,113.0,8.0,3060.0,313.0,33.0
9419,33041J,상당구,정보통신업(58~63),65.0,667.0,22.0,3.0,511.0,128.0,3.0
11423,33042J,서원구,정보통신업(58~63),82.0,792.0,28.0,1.0,700.0,37.0,26.0
13427,33043J,흥덕구,정보통신업(58~63),89.0,1277.0,28.0,2.0,1104.0,141.0,2.0
15431,33044J,청원구,정보통신업(58~63),97.0,791.0,35.0,2.0,745.0,7.0,2.0
17435,33320J,보은군,정보통신업(58~63),22.0,109.0,4.0,0.0,101.0,2.0,2.0
19439,33330J,옥천군,정보통신업(58~63),22.0,168.0,6.0,0.0,141.0,18.0,3.0
21443,33340J,영동군,정보통신업(58~63),29.0,129.0,9.0,2.0,110.0,6.0,2.0
23447,33350J,진천군,정보통신업(58~63),24.0,678.0,10.0,0.0,649.0,3.0,16.0
25451,33360J,괴산군,정보통신업(58~63),15.0,88.0,2.0,1.0,80.0,0.0,5.0
27455,33370J,음성군,정보통신업(58~63),24.0,196.0,5.0,1.0,182.0,2.0,6.0
29459,33380J,단양군,정보통신업(58~63),12.0,67.0,5.0,2.0,58.0,2.0,0.0
31463,33390J,증평군,정보통신업(58~63),4.0,35.0,1.0,0.0,32.0,1.0,1.0
1403,33J,충청북도,정보통신업(58~63),609.0,6007.0,201.0,15.0,5302.0,408.0,81.0
3407,34010J,천안시,정보통신업(58~63),303.0,2450.0,130.0,6.0,2098.0,190.0,26.0
5411,34011J,동남구,정보통신업(58~63),129.0,870.0,61.0,2.0,707.0,93.0,7.0
7415,34012J,서북구,정보통신업(58~63),174.0,1580.0,69.0,4.0,1391.0,97.0,19.0
9419,34020J,공주시,정보통신업(58~63),45.0,304.0,19.0,2.0,249.0,34.0,0.0
11423,34030J,보령시,정보통신업(58~63),33.0,224.0,11.0,2.0,185.0,20.0,6.0
13427,34040J,아산시,정보통신업(58~63),101.0,661.0,45.0,3.0,556.0,54.0,3.0
15431,34050J,서산시,정보통신업(58~63),47.0,362.0,18.0,1.0,318.0,14.0,11.0
17435,34060J,논산시,정보통신업(58~63),43.0,237.0,17.0,2.0,213.0,5.0,0.0
19439,34070J,계룡시,정보통신업(58~63),22.0,398.0,10.0,3.0,365.0,20.0,0.0
21443,34080J,당진시,정보통신업(58~63),42.0,310.0,15.0,1.0,286.0,8.0,0.0
23447,34310J,금산군,정보통신업(58~63),30.0,165.0,13.0,1.0,143.0,3.0,5.0
25451,34330J,부여군,정보통신업(58~63),26.0,148.0,6.0,2.0,136.0,4.0,0.0
27455,34340J,서천군,정보통신업(58~63),26.0,169.0,4.0,2.0,150.0,8.0,5.0
29459,34350J,청양군,정보통신업(58~63),21.0,117.0,5.0,0.0,102.0,1.0,9.0
31463,34360J,홍성군,정보통신업(58~63),49.0,417.0,16.0,0.0,327.0,46.0,28.0
33467,34370J,예산군,정보통신업(58~63),30.0,183.0,9.0,0.0,162.0,3.0,9.0
35471,34380J,태안군,정보통신업(58~63),21.0,134.0,3.0,0.0,127.0,2.0,2.0
1403,34J,충청남도,정보통신업(58~63),839.0,6279.0,321.0,25.0,5417.0,412.0,104.0
3407,35010J,전주시,정보통신업(58~63),388.0,3968.0,152.0,11.0,3326.0,365.0,114.0
5411,35011J,완산구,정보통신업(58~63),230.0,2396.0,93.0,5.0,1943.0,300.0,55.0
7415,35012J,덕진구,정보통신업(58~63),158.0,1572.0,59.0,6.0,1383.0,65.0,59.0
9419,35020J,군산시,정보통신업(58~63),86.0,656.0,30.0,4.0,571.0,51.0,0.0
11423,35030J,익산시,정보통신업(58~63),79.0,790.0,25.0,1.0,696.0,64.0,4.0
13427,35040J,정읍시,정보통신업(58~63),42.0,477.0,10.0,0.0,400.0,37.0,30.0
15431,35050J,남원시,정보통신업(58~63),36.0,218.0,11.0,2.0,179.0,4.0,22.0
17435,35060J,김제시,정보통신업(58~63),31.0,243.0,8.0,0.0,184.0,30.0,21.0
19439,35310J,완주군,정보통신업(58~63),40.0,427.0,10.0,0.0,299.0,114.0,4.0
21443,35320J,진안군,정보통신업(58~63),16.0,101.0,1.0,0.0,97.0,3.0,0.0
23447,35330J,무주군,정보통신업(58~63),14.0,72.0,3.0,1.0,62.0,6.0,0.0
25451,35340J,장수군,정보통신업(58~63),12.0,82.0,2.0,0.0,76.0,4.0,0.0
27455,35350J,임실군,정보통신업(58~63),20.0,113.0,3.0,0.0,96.0,6.0,8.0
29459,35360J,순창군,정보통신업(58~63),17.0,94.0,3.0,0.0,85.0,6.0,0.0
31463,35370J,고창군,정보통신업(58~63),31.0,152.0,11.0,0.0,125.0,16.0,0.0
33467,35380J,부안군,정보통신업(58~63),26.0,132.0,7.0,3.0,118.0,4.0,0.0
1403,35J,전라북도,정보통신업(58~63),838.0,7525.0,276.0,22.0,6314.0,710.0,203.0
3407,36010J,목포시,정보통신업(58~63),116.0,998.0,55.0,2.0,802.0,130.0,9.0
5411,36020J,여수시,정보통신업(58~63),80.0,806.0,18.0,3.0,693.0,87.0,5.0
7415,36030J,순천시,정보통신업(58~63),83.0,967.0,36.0,4.0,729.0,176.0,22.0
9419,36040J,나주시,정보통신업(58~63),118.0,1322.0,33.0,3.0,1260.0,23.0,3.0
11423,36060J,광양시,정보통신업(58~63),62.0,548.0,22.0,4.0,510.0,12.0,0.0
13427,36310J,담양군,정보통신업(58~63),41.0,164.0,12.0,0.0,147.0,5.0,0.0
15431,36320J,곡성군,정보통신업(58~63),20.0,85.0,4.0,0.0,79.0,2.0,0.0
17435,36330J,구례군,정보통신업(58~63),14.0,94.0,1.0,0.0,75.0,2.0,16.0
19439,36350J,고흥군,정보통신업(58~63),32.0,187.0,6.0,1.0,155.0,22.0,3.0
21443,36360J,보성군,정보통신업(58~63),22.0,123.0,3.0,0.0,116.0,4.0,0.0
23447,36370J,화순군,정보통신업(58~63),35.0,157.0,12.0,2.0,124.0,10.0,9.0
25451,36380J,장흥군,정보통신업(58~63),17.0,124.0,2.0,0.0,94.0,7.0,21.0
27455,36390J,강진군,정보통신업(58~63),26.0,114.0,7.0,1.0,94.0,10.0,2.0
29459,36400J,해남군,정보통신업(58~63),21.0,288.0,1.0,0.0,248.0,39.0,0.0
31463,36410J,영암군,정보통신업(58~63),22.0,266.0,3.0,0.0,198.0,65.0,0.0
33467,36420J,무안군,정보통신업(58~63),21.0,191.0,5.0,0.0,177.0,1.0,8.0
35471,36430J,함평군,정보통신업(58~63),19.0,89.0,5.0,2.0,82.0,0.0,0.0
37475,36440J,영광군,정보통신업(58~63),24.0,146.0,5.0,2.0,118.0,5.0,16.0
39479,36450J,장성군,정보통신업(58~63),24.0,149.0,2.0,0.0,147.0,0.0,0.0
41483,36460J,완도군,정보통신업(58~63),35.0,162.0,8.0,1.0,143.0,10.0,0.0
43487,36470J,진도군,정보통신업(58~63),20.0,109.0,3.0,0.0,97.0,5.0,4.0
45491,36480J,신안군,정보통신업(58~63),32.0,143.0,6.0,2.0,121.0,14.0,0.0
1403,36J,전라남도,정보통신업(58~63),884.0,7232.0,249.0,27.0,6209.0,629.0,118.0
3407,37010J,포항시,정보통신업(58~63),201.0,2276.0,63.0,2.0,1944.0,211.0,56.0
5411,37011J,남구,정보통신업(58~63),114.0,1441.0,38.0,0.0,1289.0,60.0,54.0
7415,37012J,북구,정보통신업(58~63),87.0,835.0,25.0,2.0,655.0,151.0,2.0
9419,37020J,경주시,정보통신업(58~63),95.0,663.0,46.0,2.0,542.0,47.0,26.0
11423,37030J,김천시,정보통신업(58~63),49.0,270.0,12.0,1.0,212.0,36.0,9.0
13427,37040J,안동시,정보통신업(58~63),104.0,1011.0,45.0,3.0,778.0,179.0,6.0
15431,37050J,구미시,정보통신업(58~63),210.0,1272.0,107.0,4.0,1024.0,127.0,10.0
17435,37060J,영주시,정보통신업(58~63),42.0,352.0,16.0,4.0,302.0,17.0,13.0
19439,37070J,영천시,정보통신업(58~63),35.0,185.0,8.0,1.0,175.0,1.0,0.0
21443,37080J,상주시,정보통신업(58~63),49.0,253.0,21.0,4.0,211.0,16.0,1.0
23447,37090J,문경시,정보통신업(58~63),27.0,164.0,7.0,0.0,137.0,18.0,2.0
25451,37100J,경산시,정보통신업(58~63),100.0,780.0,41.0,3.0,673.0,63.0,0.0
27455,37310J,군위군,정보통신업(58~63),15.0,74.0,4.0,1.0,67.0,2.0,0.0
29459,37320J,의성군,정보통신업(58~63),32.0,164.0,9.0,0.0,146.0,7.0,2.0
31463,37330J,청송군,정보통신업(58~63),14.0,85.0,3.0,0.0,77.0,4.0,1.0
33467,37340J,영양군,정보통신업(58~63),11.0,73.0,2.0,0.0,71.0,0.0,0.0
35471,37350J,영덕군,정보통신업(58~63),21.0,133.0,1.0,0.0,114.0,3.0,15.0
37475,37360J,청도군,정보통신업(58~63),18.0,84.0,4.0,0.0,79.0,1.0,0.0
39479,37370J,고령군,정보통신업(58~63),17.0,91.0,1.0,1.0,85.0,4.0,0.0
41483,37380J,성주군,정보통신업(58~63),17.0,100.0,0.0,0.0,95.0,5.0,0.0
43487,37390J,칠곡군,정보통신업(58~63),36.0,270.0,14.0,1.0,249.0,6.0,0.0
45491,37400J,예천군,정보통신업(58~63),29.0,143.0,9.0,1.0,128.0,1.0,4.0
47495,37410J,봉화군,정보통신업(58~63),15.0,90.0,3.0,1.0,85.0,1.0,0.0
49499,37420J,울진군,정보통신업(58~63),25.0,139.0,6.0,1.0,117.0,15.0,0.0
51503,37430J,울릉군,정보통신업(58~63),11.0,53.0,3.0,1.0,48.0,1.0,0.0
1403,37J,경상북도,정보통신업(58~63),1173.0,8725.0,425.0,31.0,7359.0,765.0,145.0
3407,38030J,진주시,정보통신업(58~63),135.0,1450.0,59.0,4.0,1161.0,159.0,67.0
5411,38050J,통영시,정보통신업(58~63),43.0,362.0,11.0,1.0,318.0,31.0,1.0
7415,38060J,사천시,정보통신업(58~63),27.0,339.0,4.0,1.0,318.0,16.0,0.0
9419,38070J,김해시,정보통신업(58~63),114.0,1286.0,54.0,6.0,1081.0,127.0,18.0
11423,38080J,밀양시,정보통신업(58~63),39.0,261.0,13.0,3.0,237.0,8.0,0.0
13427,38090J,거제시,정보통신업(58~63),51.0,474.0,17.0,2.0,388.0,56.0,11.0
15431,38100J,양산시,정보통신업(58~63),54.0,511.0,27.0,1.0,384.0,92.0,7.0
17435,38110J,창원시,정보통신업(58~63),442.0,4107.0,189.0,16.0,3505.0,317.0,80.0
19439,38111J,의창구,정보통신업(58~63),141.0,1239.0,60.0,7.0,1095.0,52.0,25.0
21443,38112J,성산구,정보통신업(58~63),134.0,1371.0,57.0,0.0,1141.0,129.0,44.0
23447,38113J,마산합포구,정보통신업(58~63),54.0,294.0,26.0,7.0,245.0,8.0,8.0
25451,38114J,마산회원구,정보통신업(58~63),92.0,938.0,40.0,2.0,805.0,91.0,0.0
27455,38115J,진해구,정보통신업(58~63),21.0,265.0,6.0,0.0,219.0,37.0,3.0
29459,38310J,의령군,정보통신업(58~63),18.0,86.0,2.0,1.0,83.0,0.0,0.0
31463,38320J,함안군,정보통신업(58~63),22.0,112.0,8.0,1.0,86.0,1.0,16.0
33467,38330J,창녕군,정보통신업(58~63),25.0,125.0,6.0,0.0,118.0,1.0,0.0
35471,38340J,고성군,정보통신업(58~63),26.0,126.0,7.0,1.0,114.0,4.0,0.0
37475,38350J,남해군,정보통신업(58~63),28.0,134.0,11.0,0.0,119.0,3.0,1.0
39479,38360J,하동군,정보통신업(58~63),28.0,129.0,7.0,3.0,115.0,4.0,0.0
41483,38370J,산청군,정보통신업(58~63),21.0,111.0,4.0,1.0,103.0,2.0,1.0
43487,38380J,함양군,정보통신업(58~63),28.0,125.0,8.0,1.0,110.0,3.0,3.0
45491,38390J,거창군,정보통신업(58~63),37.0,167.0,11.0,0.0,138.0,14.0,4.0
47495,38400J,합천군,정보통신업(58~63),26.0,146.0,3.0,1.0,134.0,6.0,2.0
1403,38J,경상남도,정보통신업(58~63),1164.0,10051.0,441.0,43.0,8512.0,844.0,211.0
3407,39010J,제주시,정보통신업(58~63),306.0,4328.0,106.0,13.0,3974.0,181.0,54.0
5411,39020J,서귀포시,정보통신업(58~63),33.0,281.0,7.0,1.0,249.0,24.0,0.0
